Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FDI","Foreign Direct Investment (FDI)","116","Cambodia","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","101.838","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","116","Cambodia","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","126.79873","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","120","Cameroon","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","-38.889","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","120","Cameroon","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","21.865","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","120","Cameroon","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","109.654133","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","120","Cameroon","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","127.259939","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","120","Cameroon","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","84.512131","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","124","Canada","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","69506.619544","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","124","Canada","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","76188.421653","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","124","Canada","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","57417.013809","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","124","Canada","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","78897.763253","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","124","Canada","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","48655.149711","X","Figure from international organizations","UNCTAD"
